Close,Volume,signal,stock,up_date
12.630000114440918,6672200.0,Hold,AA,2020-10-19
1.2200000286102295,682600.0,Hold,AACG,2020-10-19
9.800000190734863,261400.0,Hold,AACQ,2020-10-19
10.380000114440918,1100.0,Hold,AACQU,2020-10-19
23.8700008392334,73500.0,Hold,AAMC,2020-10-19
2.2799999713897705,26500.0,Hold,AAME,2020-10-19
58.81000137329102,337500.0,Hold,AAN,2020-10-19
10.890000343322754,296200.0,Hold,AAOI,2020-10-19
61.34000015258789,115700.0,Hold,AAON,2020-10-19
23.60000038146973,266200.0,Hold,AAT,2020-10-19
0.8700000047683716,882500.0,Hold,AAU,2020-10-19
64.41999816894531,494700.0,Hold,AAWW,2020-10-19
79.48999786376953,636400.0,Hold,AAXJ,2020-10-19
107.62000274658205,713100.0,Hold,AAXN,2020-10-19
32.59000015258789,431000.0,Hold,AB,2020-10-19
26.51000022888184,1614200.0,Hold,ABB,2020-10-19
25.8799991607666,234900.0,Hold,ABCB,2020-10-19
1.309999942779541,887800.0,Hold,ABEO,2020-10-19
2.369999885559082,10447700.0,Hold,ABEV,2020-10-19
114.66000366210938,249100.0,Hold,ABG,2020-10-19
4.2100000381469735,211100.0,Hold,ABIO,2020-10-19
33.880001068115234,298200.0,Hold,ABM,2020-10-19
11.359999656677244,1135600.0,Hold,ABR,2020-10-19
26.07999992370605,22000.0,Hold,ABTX,2020-10-19
3.0,1253900.0,Hold,ABUS,2020-10-19
34.77000045776367,3300.0,Hold,AC,2020-10-19
47.93999862670898,253500.0,Hold,ACA,2020-10-19
41.4900016784668,746300.0,Hold,ACAD,2020-10-19
10.170000076293944,11400.0,Hold,ACAM,2020-10-19
10.35770034790039,0.0,Hold,ACAMU,2020-10-19
4.710000038146973,25062600.0,Hold,ACB,2020-10-19
13.18000030517578,90600.0,Hold,ACBI,2020-10-19
35.79999923706055,872900.0,Hold,ACC,2020-10-19
41.33000183105469,138900.0,Hold,ACCD,2020-10-19
6.440000057220459,258200.0,Hold,ACCO,2020-10-19
10.699999809265137,204400.0,Hold,ACEL,2020-10-19
2.9600000381469727,29800.0,Hold,ACER,2020-10-19
13.350000381469727,25900.0,Hold,ACET,2020-10-19
9.720000267028807,5400.0,Hold,ACEV,2020-10-19
10.010000228881836,6500.0,Hold,ACEVU,2020-10-19
29.88999938964844,1306400.0,Hold,ACGL,2020-10-19
26.36000061035156,21400.0,Hold,ACGLO,2020-10-19
25.60000038146973,25900.0,Hold,ACGLP,2020-10-19
5.5,14000.0,Hold,ACH,2020-10-19
32.950000762939446,284900.0,Hold,ACHC,2020-10-19
8.510000228881836,61200.0,Hold,ACHV,2020-10-19
14.282176971435547,4158700.0,Hold,ACI,2020-10-19
67.19000244140625,698500.0,Hold,ACIA,2020-10-19
4.769999980926514,211600.0,Hold,ACIU,2020-10-19
31.5,1904300.0,Hold,ACIW,2020-10-19
23.3700008392334,175600.0,Hold,ACLS,2020-10-19
45.97000122070313,959100.0,Hold,ACM,2020-10-19
72.12999725341797,208200.0,Hold,ACMR,2020-10-19
20.81999969482422,6400.0,Hold,ACNB,2020-10-19
9.869999885559082,35600.0,Hold,ACND,2020-10-19
0.6899999976158142,6859800.0,Hold,ACOR,2020-10-19
9.510000228881836,117700.0,Hold,ACP,2020-10-19
9.270000457763672,174200.0,Hold,ACRE,2020-10-19
4.510000228881836,510400.0,Hold,ACRS,2020-10-19
